BBB,borough_code,block_number,lot_number,tax_year,owner_name,property_address,granted_reduction_amount,tax_class_code,BBB_test
1-200-20,1,200,20,2018,CENTRAL MANAGEMENT CO,79 MOTT STREET,422850.0,2,1-200-20
1-200-24,1,200,24,2018,69-71 MOTT REALTY LLC,69 MOTT STREET,149800.0,2,1-200-24
1-200-27,1,200,27,2018,WING YIP REALTY CORP.,65 MOTT STREET,27900.0,2,1-200-27
1-200-31,1,200,31,2018,SAI FON REALTY CORP.,57 MOTT STREET,101600.0,2,1-200-31
1-200-1001,1,200,1001,2018,KAM MAN FOOD PRODUCTS,198 CANAL STREET,24430.0,4,1-200-1001
1-201-14,1,201,14,2017,176 CANAL CORP.,174 CANAL STREET,340450.0,2,1-201-14
1-201-14,1,201,14,2018,176 CANAL CORP.,174 CANAL STREET,563800.0,2,1-201-14
1-202-25,1,202,25,2018,"CHINA ARCADE, LLC.",46 BOWERY,1471350.0,4,1-202-25
1-202-30,1,202,30,2018,KEN KWAN YEE,40 BOWERY,15590.0,4,1-202-30
1-203-5,1,203,5,2018,44 ELIZABETH STREET P,44 ELIZABETH STREET,354800.0,4,1-203-5
1-203-23,1,203,23,2018,BOWERY TOWER LLC,78 BOWERY,919950.0,4,1-203-23
1-203-31,1,203,31,2017,"CANAL HOLDINGS, LLC.",64 BOWERY,290650.0,4,1-203-31
1-203-31,1,203,31,2018,"CANAL HOLDINGS, LLC.",64 BOWERY,204750.0,4,1-203-31
1-204-31,1,204,31,2018,CANBOW REALTY CORP. &,175 CANAL STREET,111250.0,4,1-204-31
1-204-33,1,204,33,2017,FRANCISCO CRESPO,179 CANAL STREET,251150.0,4,1-204-33
1-204-33,1,204,33,2018,FRANCISCO CRESPO,179 CANAL STREET,250700.0,4,1-204-33
1-204-1002,1,204,1002,2018,"HESTER GARDENS MALL,",158 HESTER STREET,459150.0,4,1-204-1002
1-204-1061,1,204,1061,2018,NELSON YEUNG,158 HESTER STREET,12458.0,2,1-204-1061
1-204-1063,1,204,1063,2018,MICHAEL SHTENDER-AUER,158 HESTER STREET,4930.0,2,1-204-1063
1-205-19,1,205,19,2018,119 VM LLC,119 MOTT STREET,75800.0,2,1-205-19
1-206-31,1,206,31,2018,VJHC HOLDING CORP.,213 CANAL STREET,296650.0,4,1-206-31
1-208-1002,1,208,1002,2017,129 LAFAYETTE STREET,129 LAFAYETTE STREET,16566.0,2,1-208-1002
1-208-1002,1,208,1002,2018,129 LAFAYETTE STREET,129 LAFAYETTE STREET,48381.0,2,1-208-1002
1-209-7,1,209,7,2017,JERGIL MFG. CORP.,35 HOWARD STREET,106500.0,4,1-209-7
1-209-21,1,209,21,2018,YEE TAI ENTERPRISES C,126 LAFAYETTE STREET,151000.0,4,1-209-21
1-209-32,1,209,32,2017,ALSYL REALTY CORP,269 CANAL STREET,680900.0,4,1-209-32
1-209-32,1,209,32,2018,ALSYL REALTY CORP,269 CANAL STREET,825800.0,4,1-209-32
1-210-19,1,210,19,2017,CHARBERN MANAGEMENT G,302 CANAL STREET,45600.0,4,1-210-19
1-210-19,1,210,19,2018,CHARBERN MANAGEMENT G,302 CANAL STREET,135850.0,4,1-210-19
1-210-26,1,210,26,2018,LISPENARD STUDIO CORP,45 LISPENARD STREET,248700.0,2,1-210-26
1-210-1001,1,210,1001,2017,THE CLARK BUILDING CO,332 CANAL STREET,405850.0,2,1-210-1001
1-210-1001,1,210,1001,2018,THE CLARK BUILDING CO,332 CANAL STREET,711300.0,2,1-210-1001
1-211-1002,1,211,1002,2018,STEPHEN SHIELD,9 LISPENARD STREET,16414.0,4,1-211-1002
1-212-1002,1,212,1002,2017,260 WEST BROADWAY CON,260 WEST BROADWAY,5600.0,2,1-212-1002
1-212-1002,1,212,1002,2018,260 WEST BROADWAY CON,260 WEST BROADWAY,13254.0,2,1-212-1002
1-212-1004,1,212,1004,2017,WILLIAM GETZ,260 WEST BROADWAY,279889.0,2,1-212-1004
1-212-1004,1,212,1004,2018,WILLIAM GETZ,260 WEST BROADWAY,336531.0,2,1-212-1004
1-214-3,1,214,3,2017,401 GREENWICH LLC,401 GREENWICH STREET,29300.0,4,1-214-3
1-214-3,1,214,3,2018,401 GREENWICH LLC,401 GREENWICH STREET,83300.0,4,1-214-3
1-218-1170,1,218,1170,2017,"MAUJER, LLC",92 LAIGHT STREET,115461.0,4,1-218-1170
1-218-1170,1,218,1170,2018,"MAUJER, LLC",92 LAIGHT STREET,117563.0,4,1-218-1170
1-219-1002,1,219,1002,2017,E & G REALTY LLC,429 GREENWICH STREET,114001.0,4,1-219-1002
1-219-1002,1,219,1002,2018,E & G REALTY LLC,429 GREENWICH STREET,100805.0,4,1-219-1002
1-219-1302,1,219,1302,2017,169 PROPERTIES LLC,169 HUDSON STREET,309080.0,4,1-219-1302
1-219-1302,1,219,1302,2018,169 PROPERTIES LLC,169 HUDSON STREET,519544.0,4,1-219-1302
1-220-1201,1,220,1201,2018,THE COBBLESTONE LOFTS,28 LAIGHT STREET,48468.0,2,1-220-1201
1-225-8,1,225,8,2018,TRINITY HUDSON HOLDIN,205 HUDSON STREET,1575050.0,4,1-225-8
1-227-22,1,227,22,2018,WEST BROADWAY 330 LLC,47 GRAND STREET,280850.0,4,1-227-22
1-227-28,1,227,28,2018,"SOHO GRAND HOTEL, INC",306 WEST BROADWAY,8677850.0,4,1-227-28
1-227-63,1,227,63,2018,THE RECTOR CHURCHWARD,417 CANAL STREET,599450.0,4,1-227-63
1-228-1203,1,228,1203,2018,"SOHO 311 DEVELOPMENT,",311 WEST BROADWAY,37919.0,2,1-228-1203
1-229-3,1,229,3,2018,CASA CANAL REALTY COR,343 CANAL STREET,226900.0,4,1-229-3
1-229-20,1,229,20,2018,GROOSTER CORP.,71 GRAND STREET,380560.0,2,1-229-20
1-230-4,1,230,4,2017,CANAL MERCER CORP.,319 CANAL STREET,26850.0,4,1-230-4
1-230-4,1,230,4,2018,CANAL MERCER CORP.,319 CANAL STREET,110550.0,4,1-230-4
1-230-20,1,230,20,2017,QUEEN OF GREENE INC.,28 GREENE STREET,306850.0,4,1-230-20
1-230-32,1,230,32,2018,FREDERICK EVERSLEY,29 MERCER STREET,42050.0,4,1-230-32
1-230-37,1,230,37,2018,"ALAN FEIERSTEIN, LLC.",19 MERCER STREET,105200.0,4,1-230-37
1-231-5,1,231,5,2018,OLYMPIC FUNDING LLC,309 CANAL STREET,1105250.0,2,1-231-5
1-231-14,1,231,14,2017,433 BROADWAY CO LLC,433 BROADWAY,715250.0,4,1-231-14
1-232-3,1,232,3,2018,440 BROADWAY REALTY A,440 BROADWAY,366850.0,4,1-232-3
1-233-2,1,233,2,2017,"9 CROSBY, LLC",9 CROSBY STREET,2738850.0,4,1-233-2
1-233-2,1,233,2,2018,"9 CROSBY, LLC",9 CROSBY STREET,5856900.0,4,1-233-2
1-233-30,1,233,30,2018,5 CROSBY  STREET INC.,22 HOWARD STREET,605100.0,4,1-233-30
1-234-1003,1,234,1003,2018,THE SOLITA CONDOMINIU,161 GRAND STREET,21395.0,2,1-234-1003
1-235-6,1,235,6,2018,CRYSTAL WORLD REALTY,210 CENTRE STREET,121600.0,4,1-235-6
1-236-1002,1,236,1002,2018,LA  GRANDE CONDOMINIU,179 GRAND STREET,6796.0,2,1-236-1002
1-237-23,1,237,23,2018,HOP YIK REALTY CORP.,135 MOTT STREET,38800.0,2,1-237-23
1-237-1004,1,237,1004,2018,RANJIT FERNANDO,132 MULBERRY STREET,23397.0,4,1-237-1004
1-274-3,1,274,3,2018,ABACUS 53 MONROE LLC,51 MONROE STREET,37550.0,2,1-274-3
1-274-4,1,274,4,2018,ABACUS 53 MONROE LLC,53 MONROE STREET,59500.0,2,1-274-4
1-274-14,1,274,14,2018,"75 MONROE ST., LLC.",75 MONROE STREET,73550.0,2,1-274-14
1-274-37,1,274,37,2018,MADISON & MARKET STRE,MADISON STREET,126450.0,4,1-274-37
1-274-1002,1,274,1002,2018,HONG FAT PLAZA CONDOM,48 MARKET STREET,54556.0,4,1-274-1002
1-274-1103,1,274,1103,2017,"NCWL MADISON, LLC",148 MADISON STREET,27770.0,4,1-274-1103
1-274-1103,1,274,1103,2018,"NCWL MADISON, LLC",148 MADISON STREET,39387.0,4,1-274-1103
1-276-36,1,276,36,2018,JING FU INC.,106 MADISON STREET,80900.0,2,1-276-36
1-276-1101,1,276,1101,2018,"11 MONROE REALTY, INC",11 MONROE STREET,35304.0,4,1-276-1101
1-276-1103,1,276,1103,2018,"11 MONROE REALTY, INC",11 MONROE STREET,264750.0,2,1-276-1103
1-277-1202,1,277,1202,2018,BISHOP PAUL MOORE TOW,50 HENRY STREET,13062.0,2,1-277-1202
1-279-15,1,279,15,2017,LUCKY MOTT REALTY LLC,59 ST JAMES PLACE,464850.0,4,1-279-15
1-279-15,1,279,15,2018,LUCKY MOTT REALTY LLC,59 ST JAMES PLACE,518400.0,4,1-279-15
1-280-2,1,280,2,2018,25 HENRY REALTY LLC,25 HENRY STREET,52150.0,2,1-280-2
1-280-38,1,280,38,2018,QUON DUNN CORP.,45 EAST BROADWAY,369450.0,4,1-280-38
1-280-47,1,280,47,2018,KEE YIP REALTY LLC,27 EAST BROADWAY,445950.0,4,1-280-47
1-281-11,1,281,11,2017,BROADWAY CHINATOWN RE,26 EAST BROADWAY,84100.0,2,1-281-11
1-281-11,1,281,11,2018,BROADWAY CHINATOWN RE,26 EAST BROADWAY,119650.0,2,1-281-11
1-281-30,1,281,30,2018,64 EAST BROADWAY REAL,64 EAST BROADWAY,88200.0,2,1-281-30
1-281-31,1,281,31,2018,KIMBO REALTY INC.,66 EAST BROADWAY,23800.0,2,1-281-31
1-281-56,1,281,56,2018,"BELTTECH AT DIVISION,",17 DIVISION STREET,21300.0,4,1-281-56
1-281-62,1,281,62,2017,7 WU REAL ESTATE LTD.,7 DIVISION STREET,83700.0,4,1-281-62
1-282-7,1,282,7,2018,ABACUS 83 LLC,83 HENRY STREET,174350.0,2,1-282-7
1-282-31,1,282,31,2018,"DRAGON REALTY, LLC",91 EAST BROADWAY,177450.0,4,1-282-31
1-282-1001,1,282,1001,2018,BKSC HOLDINGS LLC,98 EAST BROADWAY,108275.0,4,1-282-1001
1-282-1002,1,282,1002,2018,98 EAST BROADWAY PROP,98 EAST BROADWAY,270497.0,4,1-282-1002
1-282-1101,1,282,1101,2018,107 EB LLC,107 EAST BROADWAY,115900.0,4,1-282-1101
1-282-1107,1,282,1107,2017,107 EB LLC,107 EAST BROADWAY,51450.0,2,1-282-1107
1-282-1107,1,282,1107,2018,107 EB LLC,107 EAST BROADWAY,51900.0,2,1-282-1107
1-283-50,1,283,50,2018,120 E BDWY INC,120 EAST BROADWAY,432750.0,4,1-283-50
1-283-53,1,283,53,2017,1960 WILLIAMSBRIDGE R,124 EAST BROADWAY,70250.0,4,1-283-53
1-283-53,1,283,53,2018,1960 WILLIAMSBRIDGE R,124 EAST BROADWAY,91850.0,4,1-283-53
1-284-19,1,284,19,2018,WAI SUN REALTY LLC,183 EAST BROADWAY,1691800.0,2,1-284-19
1-284-1025,1,284,1025,2018,TIYING YAN,155 HENRY STREET,20247.0,4,1-284-1025
1-284-1201,1,284,1201,2018,THE FORWARD CONDOMINI,173 EAST BROADWAY,74474.0,4,1-284-1201
1-285-7,1,285,7,2018,KYRA GROUP INC,191 HENRY STREET,103450.0,2,1-285-7
1-285-1002,1,285,1002,2017,ALLIANCE HENRY HDFC,179 HENRY STREET,82400.0,2,1-285-1002
1-285-1002,1,285,1002,2018,ALLIANCE HENRY HDFC,179 HENRY STREET,211100.0,2,1-285-1002
1-286-15,1,286,15,2018,237 HENRY PROPERTY LL,237 HENRY STREET,99350.0,2,1-286-15
1-292-7,1,292,7,2018,SUN AND SON CORP.,26 FORSYTH STREET,211200.0,4,1-292-7
1-292-21,1,292,21,2018,21 ELDRIDGE REALTY LL,21 ELDRIDGE STREET,51700.0,2,1-292-21
1-292-1004,1,292,1004,2018,7104 THIRD AVENUE REA,1 ELDRIDGE STREET,48328.0,4,1-292-1004
1-292-1008,1,292,1008,2018,OT SUN MANSION CONDO,1 ELDRIDGE STREET,6014.0,2,1-292-1008
1-293-15,1,293,15,2018,FRIBERG REALTY CO. LL,70 CANAL STREET,126550.0,2,1-293-15
1-293-20,1,293,20,2018,JSM PROPERTIES INC.,3 ALLEN STREET,35200.0,2,1-293-20
1-297-8,1,297,8,2018,22 LUDLOW REALTY CORP,22 LUDLOW STREET,24050.0,2,1-297-8
1-297-9,1,297,9,2018,VJHC HOLDING CORP.,24 LUDLOW STREET,53231.0,2A,1-297-9
1-297-1107,1,297,1107,2018,KWOK WAH HOUSE CONDOM,48 HESTER STREET,3998.0,2,1-297-1107
1-297-1201,1,297,1201,2018,7 ESSEX STREET CONDOM,7 ESSEX STREET,32196.0,2,1-297-1201
1-298-7,1,298,7,2018,MEITOV CORP,26 ORCHARD STREET,21250.0,4,1-298-7
1-298-12,1,298,12,2018,"36 RE, LLC.",36 ORCHARD STREET,48127.0,2B,1-298-12
1-298-1201,1,298,1201,2018,ZHI YE REALTY LLC,21 LUDLOW STREET,33627.0,4,1-298-1201
1-298-1203,1,298,1203,2018,ZHI YE REALTY LLC,21 LUDLOW STREET,176450.0,4,1-298-1203
1-299-25,1,299,25,2018,29 ORCHARD REALTY LLC,29 ORCHARD STREET,99150.0,4,1-299-25
1-300-1,1,300,1,2018,AMICUS ASSOCIATES,34 ELDRIDGE STREET,468300.0,4,1-300-1
1-300-18,1,300,18,2018,37 1/2 ALLEN STREET R,84 HESTER STREET,174100.0,2,1-300-18
1-300-20,1,300,20,2018,LUCKY HUNG REALTY COR,35 ALLEN STREET,149500.0,2,1-300-20
1-300-26,1,300,26,2018,TSANG AND HO CORP.,23 ALLEN STREET,42450.0,4,1-300-26
1-300-29,1,300,29,2018,M.Y. REALTY INC.,73 CANAL STREET,85550.0,4,1-300-29
1-304-2,1,304,2,2018,97 BOWERY REALTY CORP,97 BOWERY,154300.0,4,1-304-2
1-304-14,1,304,14,2017,121 BOWERY REALTY COR,121 BOWERY,203200.0,4,1-304-14
1-304-14,1,304,14,2018,121 BOWERY REALTY COR,121 BOWERY,218350.0,4,1-304-14
1-304-18,1,304,18,2017,DEP FAT REALTY CORP.,243 GRAND STREET,159600.0,4,1-304-18
1-304-18,1,304,18,2018,DEP FAT REALTY CORP.,243 GRAND STREET,193350.0,4,1-304-18
1-304-19,1,304,19,2017,TONG FAT REALTY CORP.,245 GRAND STREET,193300.0,4,1-304-19
1-304-19,1,304,19,2018,TONG FAT REALTY CORP.,245 GRAND STREET,113350.0,4,1-304-19
1-304-20,1,304,20,2017,TONG FAT REALTY CORP.,247 GRAND STREET,52350.0,4,1-304-20
1-304-20,1,304,20,2018,TONG FAT REALTY CORP.,247 GRAND STREET,74850.0,4,1-304-20
1-304-23,1,304,23,2018,"SING SUN ASSOCIATES,",99 CHRYSTIE STREET,77500.0,4,1-304-23
1-304-31,1,304,31,2018,83 CHRYSTIE LLC,83 CHRYSTIE STREET,199250.0,2,1-304-31
1-306-13,1,306,13,2018,273-75 GRAND STREET A,86 FORSYTH STREET,70250.0,4,1-306-13
1-306-1001,1,306,1001,2018,84 FORSYTH REAL ESTAT,84 FORSYTH STREET,12766.0,2C,1-306-1001
1-307-22,1,307,22,2018,EZRA COHEN CORPORATIO,305 GRAND STREET,193000.0,4,1-307-22
1-309-1003,1,309,1003,2018,THE 50 ORCHARD STREET,48 ORCHARD STREET,17333.0,2,1-309-1003
1-309-1101,1,309,1101,2017,60 ORCHARD STREET CON,60 ORCHARD STREET,11473.0,2,1-309-1101
1-309-1101,1,309,1101,2018,60 ORCHARD STREET CON,60 ORCHARD STREET,27245.0,2,1-309-1101
1-310-30,1,310,30,2018,"31 ESSEX STREET, LLC",31 ESSEX STREET,108450.0,2,1-310-30
1-310-1303,1,310,1303,2018,55 HESTER CONDOMINIUM,55 HESTER STREET,28689.0,2,1-310-1303
1-331-200,1,331,200,2017,AREA GARAGE LLC,275 DELANCEY STREET,835800.0,4,1-331-200
1-331-200,1,331,200,2018,AREA GARAGE LLC,275 DELANCEY STREET,486600.0,4,1-331-200
1-344-146,1,344,146,2017,"42 CLINTON, LLC",42 CLINTON STREET,44450.0,2,1-344-146
1-344-147,1,344,147,2017,"40 CLINTON STREET, LL",40 CLINTON STREET,203200.0,2,1-344-147
1-344-170,1,344,170,2018,172 RIVINGTON PROPERT,172 RIVINGTON STREET,104000.0,2,1-344-170
1-345-7,1,345,7,2018,164-166 PARTNERS LLC,164 ATTORNEY STREET,635700.0,2,1-345-7
1-345-48,1,345,48,2018,PUEBLO NUEVO ASSOCIAT,115 PITT STREET,539450.0,2,1-345-48
1-348-5,1,348,5,2018,DOM III NY LLC.,104 SUFFOLK STREET,84550.0,2,1-348-5
1-348-11,1,348,11,2018,118 SUFFOLK CORP.,118 SUFFOLK STREET,47700.0,2,1-348-11
1-348-24,1,348,24,2018,91 CLINTON STREET  LL,91 CLINTON STREET,198600.0,2,1-348-24
1-348-25,1,348,25,2018,"93 CLINTON, LLC",93 CLINTON STREET,93300.0,2,1-348-25
1-348-40,1,348,40,2018,90-96 CLINTON STREET,90 CLINTON STREET,417550.0,2,1-348-40
1-348-45,1,348,45,2017,HA-LLIVIS NEW YORK RE,84 CLINTON STREET,60900.0,2,1-348-45
1-348-45,1,348,45,2018,HA-LLIVIS NEW YORK RE,84 CLINTON STREET,153350.0,2,1-348-45
1-348-64,1,348,64,2018,91/93/95 HIGHGATE LLC,95 ATTORNEY STREET,170300.0,2,1-348-64
1-348-72,1,348,72,2018,146 W. 120TH ST. LLC,174 DELANCEY STREET,83750.0,2,1-348-72
1-349-19,1,349,19,2018,37-39 CLINTON LLC,165 STANTON STREET,102350.0,2,1-349-19
1-349-20,1,349,20,2018,ST. CLARKS PROPERTIES,43 CLINTON STREET,183050.0,2,1-349-20
1-349-23,1,349,23,2018,49 CLINTON PROPERTIES,49 CLINTON STREET,58350.0,2,1-349-23
1-350-29,1,350,29,2018,25 CLINTON ST. ASSOCI,25 CLINTON STREET,167000.0,2,1-350-29
1-350-1004,1,350,1004,2017,"20 CLINTON C4C5, LLC",20 CLINTON STREET,24783.0,4,1-350-1004
1-350-1004,1,350,1004,2018,"20 CLINTON C4C5, LLC",20 CLINTON STREET,27641.0,4,1-350-1004
1-353-39,1,353,39,2018,DELANCEY NORFOLK LLC,130 DELANCEY STREET,242700.0,4,1-353-39
1-353-40,1,353,40,2018,DELANCEY NORFOLK LLC,128 DELANCEY STREET,447800.0,4,1-353-40
1-353-41,1,353,41,2018,DELANCEY NORFOLK LLC,126 DELANCEY STREET,353800.0,4,1-353-41
1-353-51,1,353,51,2018,NORFOLK DEVELOPMENT L,106 NORFOLK STREET,169750.0,2,1-353-51
1-353-79,1,353,79,2018,EASTSIDE MANAGEMENT E,138 DELANCEY STREET,160600.0,4,1-353-79
1-353-82,1,353,82,2017,"URBAN-SCAPE, LLC",132 DELANCEY STREET,194400.0,4,1-353-82
1-353-1002,1,353,1002,2017,THE BLUE CONDOMINIUM,103 NORFOLK STREET,6182.0,2,1-353-1002
1-353-1002,1,353,1002,2018,THE BLUE CONDOMINIUM,103 NORFOLK STREET,4808.0,2,1-353-1002
1-354-14,1,354,14,2018,BORISMIN REALTY CORP,125 STANTON STREET,110000.0,2,1-354-14
1-354-20,1,354,20,2018,153-155 NORFOLK STREE,153 NORFOLK STREET,235600.0,2,1-354-20
1-354-27,1,354,27,2018,PALM BEACH HOUSING DE,139 NORFOLK STREET,133200.0,2,1-354-27
1-354-38,1,354,38,2017,118 RIVINGTON LLC,118 RIVINGTON STREET,42200.0,4,1-354-38
1-354-38,1,354,38,2018,118 RIVINGTON LLC,118 RIVINGTON STREET,44450.0,4,1-354-38
1-355-65,1,355,65,2017,161 SUFFOLK ST. REALT,161 SUFFOLK STREET,37050.0,4,1-355-65
1-355-65,1,355,65,2018,161 SUFFOLK ST. REALT,161 SUFFOLK STREET,91400.0,4,1-355-65
1-372-23,1,372,23,2017,"300 EAST 3RD STREET,",300 EAST 3 STREET,79700.0,2,1-372-23
1-372-23,1,372,23,2018,"300 EAST 3RD STREET,",300 EAST 3 STREET,174200.0,2,1-372-23
1-372-24,1,372,24,2018,302 EAST 3RD STREET A,302 EAST 3 STREET,165450.0,2,1-372-24
1-372-60,1,372,60,2018,"CD280 ASSOCIATES, LLC",280 EAST 2 STREET,518400.0,2,1-372-60
1-373-60,1,373,60,2018,291 EAST 3RD STREET A,291 EAST 3 STREET,163850.0,2,1-373-60
1-374-41,1,374,41,2018,355 EAST 4TH STREET A,41 AVENUE D,124450.0,2,1-374-41
1-374-43,1,374,43,2018,351 EAST 4TH STREET L,353 EAST 4 STREET,266550.0,2,1-374-43
1-376-41,1,376,41,2018,745 HOMESTEADERS HDFC,745 EAST 6 STREET,119700.0,2,1-376-41
1-379-37,1,379,37,2018,"133 AVENUE D, LLC",133 AVENUE D,430950.0,2,1-379-37
1-379-44,1,379,44,2018,741 E 9 STREET LLC,741 EAST 9 STREET,72500.0,4,1-379-44
1-384-29,1,384,29,2018,249 EAST SECOND STREE,249 EAST 2 STREET,237800.0,2,1-384-29
1-385-14,1,385,14,2017,222 EAST 3RD STREET L,222 EAST 3 STREET,1134650.0,2,1-385-14
1-385-14,1,385,14,2018,222 EAST 3RD STREET L,222 EAST 3 STREET,1482050.0,2,1-385-14
1-385-22,1,385,22,2017,234 EAST 3RD STREET R,234 EAST 3 STREET,79200.0,2,1-385-22
1-385-22,1,385,22,2018,234 EAST 3RD STREET R,234 EAST 3 STREET,239850.0,2,1-385-22
1-385-54,1,385,54,2018,230 E. 2ND ASSOCIATES,232 EAST 2 STREET,96125.0,2,1-385-54
1-385-55,1,385,55,2018,230 E. 2ND ASSOCIATES,230 EAST 2 STREET,96125.0,2,1-385-55
1-385-56,1,385,56,2018,226-8 EAST 2ND STREET,228 EAST 2 STREET,240500.0,2,1-385-56
1-385-1102,1,385,1102,2017,252 EAST 2ND LLC,254 EAST 2 STREET,567900.0,2,1-385-1102
1-385-1102,1,385,1102,2018,252 EAST 2ND LLC,254 EAST 2 STREET,625950.0,2,1-385-1102
1-386-36,1,386,36,2018,300 EAST 4TH STREET H,300 EAST 4 STREET,316200.0,2,1-386-36
1-386-55,1,386,55,2018,DIVERSITY HOUSES HOUS,231 EAST 3 STREET,102800.0,2,1-386-55
1-386-56,1,386,56,2018,DIVERSITY HOUSES HOUS,229 EAST 3 STREET,89950.0,2,1-386-56
1-387-157,1,387,157,2018,MILDRED LLC,619 EAST 5 STREET,131100.0,2,1-387-157
1-389-7,1,389,7,2018,"105 AVENUE B, LLC",105 AVENUE B,130800.0,2,1-389-7
1-389-11,1,389,11,2018,P S 71 ASSOCIATES LLC,190 EAST 7 STREET,414350.0,2,1-389-11
1-389-18,1,389,18,2017,"200 EAST 7TH STREET,",200 EAST 7 STREET,102300.0,2,1-389-18
1-389-18,1,389,18,2018,"200 EAST 7TH STREET,",200 EAST 7 STREET,157650.0,2,1-389-18
1-389-22,1,389,22,2018,208-10 EAST 7TH LLC,208 EAST 7 STREET,83400.0,2,1-389-22
1-389-30,1,389,30,2018,GROUP 224 COOPERATIVE,224 EAST 7 STREET,52750.0,2,1-389-30
1-390-1201,1,390,1201,2018,227 EAST STREET CONDO,227 EAST 7 STREET,13793.0,2C,1-390-1201
1-391-22,1,391,22,2018,630 EAST 9TH STREET R,630 EAST 9 STREET,126350.0,2,1-391-22
1-391-47,1,391,47,2018,CITY JAM LLC,325 EAST 8 STREET,177300.0,2,1-391-47
1-391-50,1,391,50,2018,HENRY CLYDE ASSOCIATE,319 EAST 8 STREET,95100.0,2,1-391-50
1-392-37,1,392,37,2018,"NINE & C, LLC",145 AVENUE C,299600.0,2,1-392-37
1-392-39,1,392,39,2018,EZ 647 LLC,647 EAST 9 STREET,38400.0,4,1-392-39
1-392-42,1,392,42,2017,ADEIA ASSOCIATES,641 EAST 9 STREET,21150.0,2,1-392-42
1-393-34,1,393,34,2018,EAST MANHATTAN HOLDIN,173 AVENUE C,33650.0,2,1-393-34
1-393-35,1,393,35,2018,EAST MANHATTAN HOLDIN,171 AVENUE C,33650.0,2,1-393-35
1-393-46,1,393,46,2017,EAST VILLAGE LAUNCH L,379 EAST 10 STREET,70850.0,2,1-393-46
1-393-46,1,393,46,2018,EAST VILLAGE LAUNCH L,379 EAST 10 STREET,137900.0,2,1-393-46
1-394-44,1,394,44,2018,DAVID 647 LLC & 647 E,181 AVENUE C,170950.0,2,1-394-44
1-394-65,1,394,65,2018,TOMPKINS EAST 11TH LL,607 EAST 11 STREET,77950.0,2,1-394-65
1-394-1201,1,394,1201,2018,DEL ESTE VILLAGE IV C,613 EAST 11 STREET,6603.0,2,1-394-1201
1-394-1301,1,394,1301,2017,DEL ESTE VILLAGE VII,619 EAST 11 STREET,4727.0,2C,1-394-1301
1-394-1301,1,394,1301,2018,DEL ESTE VILLAGE VII,619 EAST 11 STREET,3059.0,2C,1-394-1301
1-397-7,1,397,7,2017,"ELIZABETH ASSETS, LLC",20 AVENUE A,259850.0,2,1-397-7
1-397-7,1,397,7,2018,"ELIZABETH ASSETS, LLC",20 AVENUE A,198750.0,2,1-397-7
1-397-1001,1,397,1001,2018,175 EAST 2ND STREET C,175 EAST 2 STREET,8218.0,2,1-397-1001
1-398-2,1,398,2,2018,"28-30 AVENUE A, LLC",28 AVENUE A,97100.0,4,1-398-2
1-398-5,1,398,5,2017,LAMNG CORP.,34 AVENUE A,52300.0,4,1-398-5
1-398-29,1,398,29,2017,AVENUE BEE DEVELOPMEN,34 AVENUE B,19300.0,4,1-398-29
1-398-29,1,398,29,2018,AVENUE BEE DEVELOPMEN,34 AVENUE B,15250.0,4,1-398-29
1-398-33,1,398,33,2018,GW AVE B LLC,28 AVENUE B,165850.0,2,1-398-33
1-398-1001,1,398,1001,2018,THE 178-184 EAST SECO,182 EAST 2 STREET,20076.0,2,1-398-1001
1-398-1102,1,398,1102,2018,186 EAST 2ND OWNERS C,186 EAST 2 STREET,113650.0,2,1-398-1102
1-398-1201,1,398,1201,2018,26 AVENUE B CONDOMINI,26 AVENUE B,230100.0,2C,1-398-1201
1-398-1202,1,398,1202,2018,26 AVENUE B CONDOMINI,26 AVENUE B,65265.0,2C,1-398-1202
1-399-38,1,399,38,2018,"199 EAST 3RD STREET,",38 AVENUE B,121000.0,2,1-399-38
1-399-39,1,399,39,2018,NPE3 LLC,197 EAST 3 STREET,131650.0,2,1-399-39
1-399-47,1,399,47,2017,179 EAST 3RD ST RLTY,181 EAST 3 STREET,74450.0,2,1-399-47
1-400-23,1,400,23,2018,534 E. 5TH ST. REALTY,534 EAST 5 STREET,17050.0,4,1-400-23
1-401-23,1,401,23,2017,526 EAST 6TH STREET R,526 EAST 6 STREET,18100.0,2,1-401-23
1-401-23,1,401,23,2018,526 EAST 6TH STREET R,526 EAST 6 STREET,64450.0,2,1-401-23
1-401-47,1,401,47,2018,"533 EAST 5TH STREET,",533 EAST 5 STREET,93420.0,2,1-401-47
1-402-11,1,402,11,2018,TOMPKINS SQUARE APTS.,140 EAST 7 STREET,345750.0,2,1-402-11
1-402-19,1,402,19,2018,JRC REALTY LLC,150 EAST 7 STREET,147650.0,2,1-402-19
1-404-12,1,404,12,2017,516 ASSOCIATES INC,516 EAST 11 STREET,46000.0,2,1-404-12
1-404-12,1,404,12,2018,516 ASSOCIATES INC,516 EAST 11 STREET,89200.0,2,1-404-12
1-404-14,1,404,14,2018,TZADIK ENTERPRISES LL,520 EAST 11 STREET,142000.0,2,1-404-14
1-404-43,1,404,43,2018,KUSHNER VILLAGE 325 E,325 EAST 10 STREET,130000.0,2,1-404-43
