BBB,borough_code,block_number,lot_number,tax_year,owner_name,property_address,granted_reduction_amount,tax_class_code,BBB_test
3-7460-12,3,7460,12,2018,BARBARA GRANDELLI,1515 SHEEPSHEAD BAY R,162300.0,4,3-7460-12
3-7460-89,3,7460,89,2018,C. KYRIE & VIRGINIA J,1611 SHEEPSHEAD BAY R,41400.0,4,3-7460-89
3-7460-99,3,7460,99,2018,EAST 16TH STREET REAL,2615 EAST 16 STREET,50800.0,4,3-7460-99
3-7462-1056,3,7462,1056,2018,2615 EAST 17 STREET R,2615 EAST 17 STREET,210550.0,4,3-7462-1056
3-7557-47,3,7557,47,2018,GOLDHABER FLATBUSH LL,1504 FLATBUSH AVENUE,141800.0,4,3-7557-47
3-7557-52,3,7557,52,2018,1520 FLATBUSH AVE INC,1520 FLATBUSH AVENUE,300650.0,4,3-7557-52
3-7557-130,3,7557,130,2018,2146 NOSTRAND AVENUE,2146 NOSTRAND AVENUE,123750.0,4,3-7557-130
3-7558-27,3,7558,27,2018,1585 FLATBUSH LLC,1585 FLATBUSH AVENUE,223150.0,4,3-7558-27
3-7560-1,3,7560,1,2018,NORMA APARTMENTS TENA,3215 AVENUE H,720000.0,2,3-7560-1
3-7562-1,3,7562,1,2017,COLLEGE APARTMENTS LL,3413 AVENUE H,89025.0,2,3-7562-1
3-7562-1,3,7562,1,2018,COLLEGE APARTMENTS LL,3413 AVENUE H,118725.0,2,3-7562-1
3-7575-6,3,7575,6,2018,2901 AVENUE I APARTME,2901 AVENUE I,167450.0,2,3-7575-6
3-7575-77,3,7575,77,2018,TG PROPERTIES BROOKLY,2258 NOSTRAND AVENUE,68250.0,4,3-7575-77
3-7576-69,3,7576,69,2017,PETER STUYVESANT APTS,850 EAST 31 STREET,198600.0,2,3-7576-69
3-7576-69,3,7576,69,2018,PETER STUYVESANT APTS,850 EAST 31 STREET,201750.0,2,3-7576-69
3-7584-35,3,7584,35,2018,"PREMIER HOUSE, INC.",1401 OCEAN AVENUE,339050.0,2,3-7584-35
3-7593-3,3,7593,3,2018,2919 VENTURES LLC,2919 AVENUE J,34150.0,4,3-7593-3
3-7593-41,3,7593,41,2018,909 EAST 29TH APARTME,909 EAST 29 STREET,293650.0,2,3-7593-41
3-7597-42,3,7597,42,2018,LOUDAL REALTY INC.,1682 FLATBUSH AVENUE,364200.0,2,3-7597-42
3-7598-58,3,7598,58,2018,3402 REALTY LLC,3402 AVENUE I,147600.0,2,3-7598-58
3-7630-10,3,7630,10,2018,LEBGUTT REALTY LLC,2557 NOSTRAND AVENUE,79800.0,4,3-7630-10
3-7648-32,3,7648,32,2018,RITE AID CORPORATION,2577 NOSTRAND AVENUE,484500.0,4,3-7648-32
3-7653-1,3,7653,1,2017,DMG LINDEN OWNER LLC,3502 KINGS HIGHWAY,287650.0,2,3-7653-1
3-7653-1,3,7653,1,2018,DMG LINDEN OWNER LLC,3502 KINGS HIGHWAY,350350.0,2,3-7653-1
3-7656-37,3,7656,37,2018,JBS OCEAN AVE LLC,1781 OCEAN AVENUE,39200.0,4,3-7656-37
3-7656-42,3,7656,42,2017,1801 OCEAN AVENUE COR,1801 OCEAN AVENUE,109300.0,2,3-7656-42
3-7656-42,3,7656,42,2018,1801 OCEAN AVENUE COR,1801 OCEAN AVENUE,157000.0,2,3-7656-42
3-7665-56,3,7665,56,2018,"CRYSTAL BAY IMPORTS,",2684 NOSTRAND AVENUE,21350.0,4,3-7665-56
3-7665-74,3,7665,74,2018,PLAZA MOTORS OF BROOK,2728 NOSTRAND AVENUE,13850.0,4,3-7665-74
3-7666-8,3,7666,8,2018,"CRYSTAL BAY IMPORTS,",2749 NOSTRAND AVENUE,52600.0,4,3-7666-8
3-7725-1,3,7725,1,2018,JDT REALTY ENTERPRISE,4105 AVENUE H,101050.0,4,3-7725-1
3-7725-13,3,7725,13,2017,"SAFEGUARD PROPERTIES,",1635 ALBANY AVENUE,314250.0,4,3-7725-13
3-7725-13,3,7725,13,2018,"SAFEGUARD PROPERTIES,",1635 ALBANY AVENUE,355200.0,4,3-7725-13
3-7725-60,3,7725,60,2017,FERGUSON REALTY CORP,872 EAST 42 STREET,50800.0,4,3-7725-60
3-7725-60,3,7725,60,2018,FERGUSON REALTY CORP,872 EAST 42 STREET,51450.0,4,3-7725-60
3-7727-11,3,7727,11,2018,JDT REALTY ENTERPRISE,913 EAST 43 STREET,16100.0,4,3-7727-11
3-7727-70,3,7727,70,2018,JDT REALTY ENTERPRISE,1600 TROY AVENUE,8450.0,4,3-7727-70
3-7733-10,3,7733,10,2017,"HSBC BANK USA, NATION",4930 KINGS HIGHWAY,51950.0,4,3-7733-10
3-7733-10,3,7733,10,2018,"HSBC BANK USA, NATION",4930 KINGS HIGHWAY,127550.0,4,3-7733-10
3-7733-21,3,7733,21,2018,SHURGARD STORAGE CENT,4900 GLENWOOD ROAD,406250.0,4,3-7733-21
3-7734-8,3,7734,8,2018,"NULIFE OF UTICA, LLC",1611 UTICA AVENUE,27450.0,4,3-7734-8
3-7734-11,3,7734,11,2017,"BRIAD WENCO, L.L.C.",1601 UTICA AVENUE,128050.0,4,3-7734-11
3-7734-11,3,7734,11,2018,"BRIAD WENCO, L.L.C.",1601 UTICA AVENUE,129400.0,4,3-7734-11
3-7746-40,3,7746,40,2017,"M & J ASSOCIATES, LLC",4224 AVENUE H,26200.0,4,3-7746-40
3-7746-40,3,7746,40,2018,"M & J ASSOCIATES, LLC",4224 AVENUE H,34750.0,4,3-7746-40
3-7753-43,3,7753,43,2018,MICHELL WOLF LLC,AVENUE H,12450.0,4,3-7753-43
3-7753-58,3,7753,58,2018,MICHELL WOLF LLC,1656 UTICA AVENUE,114500.0,4,3-7753-58
3-7754-22,3,7754,22,2018,ANTHONY CAIAZZO,1671 UTICA AVENUE,5900.0,4,3-7754-22
3-7763-1,3,7763,1,2018,FLATLANDS SHOPPING CE,1900 RALPH AVENUE,3517200.0,4,3-7763-1
3-7776-41,3,7776,41,2018,PHILLIP RUSSO & FRANK,1715 UTICA AVENUE,50200.0,4,3-7776-41
3-7784-41,3,7784,41,2017,5808 FLATLANDS REALTY,5828 FLATLANDS AVENUE,15100.0,4,3-7784-41
3-7784-41,3,7784,41,2018,5808 FLATLANDS REALTY,5828 FLATLANDS AVENUE,53800.0,4,3-7784-41
3-7790-1,3,7790,1,2018,4200 AVENUE K EQUITIE,4211 AVENUE K,191650.0,2,3-7790-1
3-7798-35,3,7798,35,2017,LSS REALTY LLC,1859 UTICA AVENUE,48150.0,4,3-7798-35
3-7798-35,3,7798,35,2018,LSS REALTY LLC,1859 UTICA AVENUE,51100.0,4,3-7798-35
3-7798-57,3,7798,57,2018,HMMS REALTY CO. LLC,1817 UTICA AVENUE,80100.0,4,3-7798-57
3-7839-58,3,7839,58,2018,WHITMAN PLAZA ASSOCIA,2130 RALPH AVENUE,124400.0,4,3-7839-58
3-7847-44,3,7847,44,2018,REMICA PROPERTY GROUP,1982 UTICA AVENUE,117500.0,4,3-7847-44
3-7847-70,3,7847,70,2018,VINCENT & JOHN PALONE,2046 UTICA AVENUE,40350.0,4,3-7847-70
3-7848-35,3,7848,35,2018,JOSEPH PALONE,2001 UTICA AVENUE,16450.0,4,3-7848-35
3-7872-4,3,7872,4,2018,JOHN TURIS,4715 AVENUE N,6050.0,4,3-7872-4
3-7874-60,3,7874,60,2017,"2102 UTICA, LLC",2102 UTICA AVENUE,297250.0,4,3-7874-60
3-7874-65,3,7874,65,2017,"2102 UTICA, LLC",2114 UTICA AVENUE,272050.0,4,3-7874-65
3-7875-11,3,7875,11,2018,CCB GROUP CORP.,2151 UTICA AVENUE,13020.0,4,3-7875-11
3-7875-12,3,7875,12,2018,CCB GROUP CORP.,2149 UTICA AVENUE,18180.0,4,3-7875-12
3-7877-4,3,7877,4,2018,CLL HOLDING CORP.,5209 AVENUE N,46240.0,4,3-7877-4
3-7877-6,3,7877,6,2018,CLL HOLDING CORP.,5201 AVENUE N,55460.0,4,3-7877-6
3-7889-50,3,7889,50,2018,ALLSTATE INSURANCE CO,2152 FLATBUSH AVENUE,138000.0,4,3-7889-50
3-7889-68,3,7889,68,2018,2182 FLATBUSH LLC,2182 FLATBUSH AVENUE,335300.0,4,3-7889-68
3-7890-43,3,7890,43,2017,"P.C. RICHARD & SON, I",2143 FLATBUSH AVENUE,47350.0,4,3-7890-43
3-7890-43,3,7890,43,2018,"P.C. RICHARD & SON, I",2143 FLATBUSH AVENUE,119350.0,4,3-7890-43
3-7895-11,3,7895,11,2018,"2233 UTICA, LLC",2233 UTICA AVENUE,31400.0,4,3-7895-11
3-7896-46,3,7896,46,2018,"CCB GROUP I, LLC",5114 AVENUE N,26900.0,4,3-7896-46
3-7900-44,3,7900,44,2017,WASA PROPERTIES 5518,5510 AVENUE N,29400.0,4,3-7900-44
3-7900-44,3,7900,44,2018,WASA PROPERTIES 5518,5510 AVENUE N,64950.0,4,3-7900-44
3-7904-45,3,7904,45,2018,MAKRINOS REAL ESTATE,5914 AVENUE N,17100.0,4,3-7904-45
3-7914-1,3,7914,1,2018,SAMY AUTO CORP.,8923 DITMAS AVENUE,43850.0,4,3-7914-1
3-7918-1,3,7918,1,2017,"BP AMERICA, INC.",401 EAST 80 STREET,41700.0,4,3-7918-1
3-7918-1,3,7918,1,2018,"BP AMERICA, INC.",401 EAST 80 STREET,33850.0,4,3-7918-1
3-7918-36,3,7918,36,2018,IJ LITWAK REALTY LIMI,8205 FOSTER AVENUE,82950.0,4,3-7918-36
3-7918-61,3,7918,61,2018,IJ LITWAK REALTY LIMI,8123 FOSTER AVENUE,213750.0,4,3-7918-61
3-7918-76,3,7918,76,2017,"BP AMERICA, INC.",8015 FOSTER AVENUE,10900.0,4,3-7918-76
3-7918-76,3,7918,76,2018,"BP AMERICA, INC.",8015 FOSTER AVENUE,8200.0,4,3-7918-76
3-7920-20,3,7920,20,2018,BROOKLYN TERMINAL MAR,8201 FOSTER AVENUE,2018350.0,4,3-7920-20
3-7924-178,3,7924,178,2018,"BP AMERICA, INC.",804 REMSEN AVENUE,29600.0,4,3-7924-178
3-7932-83,3,7932,83,2018,RALPH BH LLC,1360 RALPH AVENUE,29100.0,4,3-7932-83
3-7932-93,3,7932,93,2018,EMERALD EQUITIES LLC,1332 EAST 59 STREET,92700.0,4,3-7932-93
3-7947-17,3,7947,17,2018,BABY DOVE INC.,925 EAST 51 STREET,45200.0,4,3-7947-17
3-7947-28,3,7947,28,2017,PARRELLA REALTY LLC,885 EAST 51 STREET,53950.0,4,3-7947-28
3-7947-28,3,7947,28,2018,PARRELLA REALTY LLC,885 EAST 51 STREET,32850.0,4,3-7947-28
3-7948-48,3,7948,48,2017,847 EAST 52ND STREET,847 EAST 52 STREET,32450.0,4,3-7948-48
3-7949-214,3,7949,214,2018,PRESTON COURT II LLC,5361 PRESTON COURT,115900.0,4,3-7949-214
3-7949-223,3,7949,223,2018,5433 PRESTON COURT LL,5333 PRESTON COURT,247700.0,4,3-7949-223
3-7955-17,3,7955,17,2018,SALOMON COJAB DBA COD,1608 RALPH AVENUE,382600.0,4,3-7955-17
3-7958-56,3,7958,56,2018,COROSE PROPERTIES INC,522 EAST 80 STREET,45300.0,4,3-7958-56
3-7958-58,3,7958,58,2018,COROSE PROPERTIES INC,524 EAST 80 STREET,44700.0,4,3-7958-58
3-7967-40,3,7967,40,2018,FOSTER AVENUE LLC,8814 FOSTER AVENUE,230900.0,4,3-7967-40
3-7968-30,3,7968,30,2018,MC FOSTER LLC,8902 FOSTER AVENUE,53000.0,4,3-7968-30
3-8005-6,3,8005,6,2018,FLATLANDS 84TH REALTY,8401 FLATLANDS AVENUE,114300.0,4,3-8005-6
3-8008-5,3,8008,5,2018,TK HOLDINGS LLC,8713 FLATLANDS AVENUE,89800.0,4,3-8008-5
3-8014-7,3,8014,7,2018,"VINCENT CAPALBO,LLC",7720 FLATLANDS AVENUE,110150.0,4,3-8014-7
3-8015-41,3,8015,41,2018,FLATLANDS 78 LLC,7802 FLATLANDS AVENUE,547700.0,4,3-8015-41
3-8016-38,3,8016,38,2017,MRA ENTERPRISES OF NY,7902 FLATLANDS AVENUE,213150.0,4,3-8016-38
3-8016-38,3,8016,38,2018,MRA ENTERPRISES OF NY,7902 FLATLANDS AVENUE,230700.0,4,3-8016-38
3-8108-6,3,8108,6,2018,"BRIAD WENCO, L.L.C.",9001 DITMAS AVENUE,205200.0,4,3-8108-6
3-8114-1,3,8114,1,2018,96 DITMAS LLC,9609 DITMAS AVENUE,20250.0,4,3-8114-1
3-8115-60,3,8115,60,2017,FIVE STAR ASSOCIATES,710 EAST 98 STREET,20775.0,4,3-8115-60
3-8115-60,3,8115,60,2018,FIVE STAR ASSOCIATES,710 EAST 98 STREET,23025.0,4,3-8115-60
3-8119-1,3,8119,1,2018,"NEW ASSOCIATES, LLC",844 EAST 94 STREET,12000.0,4,3-8119-1
3-8119-47,3,8119,47,2017,781 93RD STREET CORP.,770 EAST 94 STREET,58600.0,4,3-8119-47
3-8119-47,3,8119,47,2018,781 93RD STREET CORP.,770 EAST 94 STREET,66700.0,4,3-8119-47
3-8119-68,3,8119,68,2018,"NEW ASSOCIATES, LLC",808 EAST 94 STREET,22350.0,4,3-8119-68
3-8122-40,3,8122,40,2018,LJAM REALTY CORP,9612 DITMAS AVENUE,9650.0,4,3-8122-40
3-8123-42,3,8123,42,2018,FIVE STAR ASSOCIATES,9718 DITMAS AVENUE,9700.0,4,3-8123-42
3-8130-90,3,8130,90,2017,1182 ROCKAWAY AVENUE,AVENUE D,34200.0,4,3-8130-90
3-8133-36,3,8133,36,2017,"VINCENT, JOHN, MICHAE",10002 AVENUE D,50450.0,4,3-8133-36
3-8133-36,3,8133,36,2018,"VINCENT, JOHN, MICHAE",10002 AVENUE D,51350.0,4,3-8133-36
3-8147-16,3,8147,16,2018,S.R.Y. CORP.,1309 ROCKAWAY PARKWAY,20850.0,4,3-8147-16
3-8149-1,3,8149,1,2018,SUSAN REALTY CO.,10110 FOSTER AVENUE,453200.0,4,3-8149-1
3-8165-48,3,8165,48,2018,ROCKAWAY REALTY LLC C,1380 ROCKAWAY PARKWAY,365550.0,4,3-8165-48
3-8165-52,3,8165,52,2017,ROCK PARK 13 LLC,1392 ROCKAWAY PARKWAY,213350.0,4,3-8165-52
3-8165-52,3,8165,52,2018,ROCK PARK 13 LLC,1392 ROCKAWAY PARKWAY,329750.0,4,3-8165-52
3-8165-60,3,8165,60,2018,M&N ENTERPRISES LLC,1414 ROCKAWAY PARKWAY,27150.0,4,3-8165-60
3-8165-153,3,8165,153,2018,ROCK PARK 13 LLC,1396 ROCKAWAY PARKWAY,96500.0,4,3-8165-153
3-8172-27,3,8172,27,2018,RIVERMANOR CORP. DBA,790 EAST 103 STREET,269400.0,4,3-8172-27
3-8184-39,3,8184,39,2017,JOCEE REALTY CORP.,1432 ROCKAWAY PARKWAY,125300.0,4,3-8184-39
3-8184-39,3,8184,39,2018,JOCEE REALTY CORP.,1432 ROCKAWAY PARKWAY,129800.0,4,3-8184-39
3-8185-22,3,8185,22,2018,DAMIANO CORP. OF CANA,1467 ROCKAWAY PARKWAY,63050.0,4,3-8185-22
3-8185-32,3,8185,32,2018,ELIAS PROPERTIES ROCK,1443 ROCKAWAY PARKWAY,43750.0,4,3-8185-32
3-8185-37,3,8185,37,2018,1431 ROCKAWAY PARKWAY,1431 ROCKAWAY PARKWAY,73500.0,4,3-8185-37
3-8185-50,3,8185,50,2018,CONKLIN HOMES LLC,215 CONKLIN AVENUE,24650.0,4,3-8185-50
3-8200-43,3,8200,43,2018,GUARINO FUNERAL HOME,1167 EAST 92 STREET,237600.0,4,3-8200-43
3-8203-5,3,8203,5,2017,FSNR ACQUISITION GROU,9517 AVENUE J,654500.0,4,3-8203-5
3-8203-5,3,8203,5,2018,FSNR ACQUISITION GROU,9517 AVENUE J,763400.0,4,3-8203-5
3-8205-11,3,8205,11,2017,FSNR ACQUISITION GROU,1555 ROCKAWAY PARKWAY,1046850.0,4,3-8205-11
3-8205-11,3,8205,11,2018,FSNR ACQUISITION GROU,1555 ROCKAWAY PARKWAY,1502100.0,4,3-8205-11
3-8206-5,3,8206,5,2018,SEASHORE MGT. CO.,1177 EAST 98 STREET,204600.0,2,3-8206-5
3-8210-37,3,8210,37,2017,"CVS ALBANY, L.L.C.",10202 FLATLANDS AVENU,21850.0,4,3-8210-37
3-8210-37,3,8210,37,2018,"CVS ALBANY, L.L.C.",10202 FLATLANDS AVENU,33100.0,4,3-8210-37
3-8215-22,3,8215,22,2017,FLATLANDS AND 107 CO.,901 EAST 107 STREET,166900.0,4,3-8215-22
3-8215-22,3,8215,22,2018,FLATLANDS AND 107 CO.,901 EAST 107 STREET,249550.0,4,3-8215-22
3-8224-22,3,8224,22,2018,1625 ROCKAWAY PARKWAY,1625 ROCKAWAY PARKWAY,910800.0,2,3-8224-22
3-8235-30,3,8235,30,2018,"SHERADEL ASSOCIATES,",FLATLANDS AVENUE,191850.0,4,3-8235-30
3-8235-48,3,8235,48,2017,"SHERADEL ASSOCIATES,",430 LOUISIANA AVENUE,511550.0,4,3-8235-48
3-8235-48,3,8235,48,2018,"SHERADEL ASSOCIATES,",430 LOUISIANA AVENUE,560150.0,4,3-8235-48
3-8235-53,3,8235,53,2018,FEINROSE ASSOCIATES,11110 FLATLANDS AVENU,200700.0,4,3-8235-53
3-8235-150,3,8235,150,2017,WILLOUGHBY REHABILITA,660 LOUISIANA AVENUE,8715150.0,4,3-8235-150
3-8235-150,3,8235,150,2018,WILLOUGHBY REHABILITA,660 LOUISIANA AVENUE,10227200.0,4,3-8235-150
3-8299-51,3,8299,51,2018,LMT REALTY LLC,1970 ROCKAWAY PARKWAY,75750.0,4,3-8299-51
3-8352-1,3,8352,1,2017,KIMCO HOMEPORT 1131 I,2231 RALPH AVENUE,238750.0,4,3-8352-1
3-8352-1,3,8352,1,2018,KIMCO HOMEPORT 1131 I,2231 RALPH AVENUE,777750.0,4,3-8352-1
3-8363-12,3,8363,12,2018,JOHN F. LINDNER,2375 RALPH AVENUE,36500.0,4,3-8363-12
3-8363-18,3,8363,18,2018,V S F REALTY LLC,2363 RALPH AVENUE,14650.0,4,3-8363-18
3-8380-6,3,8380,6,2018,"5803 REALTY, LLC",5803 AVENUE T,38100.0,4,3-8380-6
3-8384-39,3,8384,39,2018,JPMORGAN CHASE BANK N,2401 RALPH AVENUE,138000.0,4,3-8384-39
3-8385-47,3,8385,47,2017,JOEL SKLAR TRUST U/W,6330 AVENUE N,21000.0,4,3-8385-47
3-8385-47,3,8385,47,2018,JOEL SKLAR TRUST U/W,6330 AVENUE N,34850.0,4,3-8385-47
3-8411-1,3,8411,1,2018,7001 EAST 71 STREET L,7001 AVENUE U,960900.0,4,3-8411-1
3-8470-143,3,8470,143,2017,KIOP MILL BASIN L.P.,5702 AVENUE U,92600.0,4,3-8470-143
3-8470-143,3,8470,143,2018,KIOP MILL BASIN L.P.,5702 AVENUE U,293300.0,4,3-8470-143
3-8470-1018,3,8470,1018,2018,"HCP SUNI, LP",5905 STRICKLAND AVENU,1302700.0,2,3-8470-1018
3-8470-1060,3,8470,1060,2018,ENOPAC HOLDING LLC,6055 STRICKLAND AVENU,463100.0,4,3-8470-1060
3-8470-1070,3,8470,1070,2018,ENOPAC HOLDING LLC,6065 STRICKLAND AVENU,234250.0,4,3-8470-1070
3-8470-1076,3,8470,1076,2018,ALBERT CAPONE,6075 STRICKLAND AVENU,181038.0,4,3-8470-1076
3-8470-1085,3,8470,1085,2018,FRANK LOGOZZO AND CAR,6095 STRICKLAND AVENU,39000.0,4,3-8470-1085
3-8470-1150,3,8470,1150,2017,"2170 MILL AVENUE, LLC",2170 MILL AVENUE,212800.0,4,3-8470-1150
3-8470-1150,3,8470,1150,2018,"2170 MILL AVENUE, LLC",2170 MILL AVENUE,255550.0,4,3-8470-1150
3-8487-7,3,8487,7,2017,AYRES ASSOCIATES,2233 FLATBUSH AVENUE,19550.0,4,3-8487-7
3-8487-7,3,8487,7,2018,AYRES ASSOCIATES,2233 FLATBUSH AVENUE,51500.0,4,3-8487-7
3-8511-26,3,8511,26,2017,HARRY HOTELS CORP.,2343 UTICA AVENUE,1345200.0,4,3-8511-26
3-8511-26,3,8511,26,2018,HARRY HOTELS CORP.,2343 UTICA AVENUE,1538700.0,4,3-8511-26
3-8521-45,3,8521,45,2017,"3518 AVENUE S, LLC",3518 AVENUE S,6750.0,4,3-8521-45
3-8521-45,3,8521,45,2018,"3518 AVENUE S, LLC",3518 AVENUE S,11250.0,4,3-8521-45
3-8528-44,3,8528,44,2018,2346 FLATBUSH AVENUE,2346 FLATBUSH AVENUE,9900.0,4,3-8528-44
3-8528-59,3,8528,59,2018,FRANK LOGOZZO AND CAR,2376 FLATBUSH AVENUE,49000.0,4,3-8528-59
3-8540-5,3,8540,5,2017,4013-4015 AVENUE U RE,4013 AVENUE U,53900.0,4,3-8540-5
3-8542-6,3,8542,6,2017,MARC BROTHERS HOLDING,4209 AVENUE U,45550.0,4,3-8542-6
3-8542-6,3,8542,6,2018,MARC BROTHERS HOLDING,4209 AVENUE U,55450.0,4,3-8542-6
3-8542-8,3,8542,8,2017,MARC BROTHERS HOLDING,4201 AVENUE U,103650.0,4,3-8542-8
3-8542-8,3,8542,8,2018,MARC BROTHERS HOLDING,4201 AVENUE U,69000.0,4,3-8542-8
3-8542-10,3,8542,10,2017,MARC BROTHERS HOLDING,2175 HENDRICKSON STRE,49900.0,4,3-8542-10
3-8542-10,3,8542,10,2018,MARC BROTHERS HOLDING,2175 HENDRICKSON STRE,72400.0,4,3-8542-10
3-8558-44,3,8558,44,2018,"CVS  ALBANY,  L.L.C.",4124 AVENUE U,747400.0,4,3-8558-44
3-8559-42,3,8559,42,2017,"FORMAN FLATBROOK, LLC",2484 FLATBUSH AVENUE,87850.0,4,3-8559-42
3-8559-47,3,8559,47,2018,ROBERT C. CIARDULLO,2494 FLATBUSH AVENUE,304800.0,4,3-8559-47
3-8590-133,3,8590,133,2018,"SLJ REALTY HOLDINGS,",2594 FLATBUSH AVENUE,338850.0,4,3-8590-133
3-8608-9,3,8608,9,2018,FAYTHE ASARO,349 WHITMAN DRIVE,2194.0,1,3-8608-9
3-8632-8,3,8632,8,2018,"LITVINSKAYA, MARINA",2224 EAST 66 STREET,2233.0,1,3-8632-8
3-8665-495,3,8665,495,2018,ANATOLY BELILOVSKY,523 OCEAN VIEW AVENUE,13550.0,4,3-8665-495
3-8669-91,3,8669,91,2018,AMC PROFESSIONAL REAL,2989 OCEAN PARKWAY,79200.0,4,3-8669-91
3-8671-938,3,8671,938,2018,241 BRIGHTON LLC,241 BRIGHTON BEACH AV,31000.0,4,3-8671-938
3-8671-939,3,8671,939,2018,ARVIK PROPERTIES INC.,239 BRIGHTON BEACH AV,40400.0,4,3-8671-939
3-8672-37,3,8672,37,2018,273 BRIGHTON BEACH AV,3063 BRIGHTON 2 STREE,32750.0,4,3-8672-37
3-8674-23,3,8674,23,2018,DMR HOLDING LLC,3052 BRIGHTON 5 STREE,322350.0,2,3-8674-23
3-8674-67,3,8674,67,2018,JBR HOLDING PROPERTIE,417 BRIGHTON BEACH AV,17350.0,4,3-8674-67
3-8675-35,3,8675,35,2018,523 BRIGHTON LLC,523 BRIGHTON BEACH AV,57200.0,4,3-8675-35
3-8676-9,3,8676,9,2017,613 BRIGHTON BEACH AV,613 BRIGHTON BEACH AV,123050.0,4,3-8676-9
3-8676-9,3,8676,9,2018,613 BRIGHTON BEACH AV,613 BRIGHTON BEACH AV,147900.0,4,3-8676-9
3-8677-1001,3,8677,1001,2018,THE 3007 BRIGHTON 7TH,3007 BRIGHTON 7 STREE,5963.0,2C,3-8677-1001
3-8678-10,3,8678,10,2017,3063 BRIGHTON 8 PROPE,3063 BRIGHTON 8 STREE,107550.0,4,3-8678-10
3-8678-10,3,8678,10,2018,3063 BRIGHTON 8 PROPE,3063 BRIGHTON 8 STREE,97450.0,4,3-8678-10
3-8679-7,3,8679,7,2018,"3101 APARTMENT, INC.",3101 OCEAN PARKWAY,678750.0,2,3-8679-7
3-8682-57,3,8682,57,2017,BRISTOL ASSOCIATES LL,224 BRIGHTON BEACH AV,153550.0,4,3-8682-57
3-8682-57,3,8682,57,2018,BRISTOL ASSOCIATES LL,224 BRIGHTON BEACH AV,137300.0,4,3-8682-57
3-8683-97,3,8683,97,2017,ORWAND REALTY LLC,242 BRIGHTON BEACH AV,493100.0,4,3-8683-97
3-8683-97,3,8683,97,2018,ORWAND REALTY LLC,242 BRIGHTON BEACH AV,379600.0,4,3-8683-97
3-8685-10,3,8685,10,2018,3100 OWNERS CORP,3100 BRIGHTON 3 STREE,552150.0,2,3-8685-10
3-8685-19,3,8685,19,2018,3110 BRIGHTON LLC,3110 BRIGHTON 3 STREE,133150.0,2,3-8685-19
3-8686-46,3,8686,46,2018,3091 OWNERS CORP,3091 BRIGHTON 3 STREE,125850.0,2,3-8686-46
3-8688-76,3,8688,76,2017,424 B.B.A. REALTY COR,424 BRIGHTON BEACH AV,23550.0,4,3-8688-76
3-8688-76,3,8688,76,2018,424 B.B.A. REALTY COR,424 BRIGHTON BEACH AV,75250.0,4,3-8688-76
3-8692-19,3,8692,19,2018,702 BRIGHTON BEACH AV,702 BRIGHTON BEACH AV,2018000.0,4,3-8692-19
3-8692-41,3,8692,41,2018,3260 TENANTS CORP,3260 CONEY ISLAND AVE,226150.0,2,3-8692-41
3-8694-12,3,8694,12,2018,KARINA BARKAN,1220 SURF AVENUE,220900.0,4,3-8694-12
3-8696-37,3,8696,37,2018,CONEY GREENBERG WEISS,1124 SURF AVENUE,63700.0,4,3-8696-37
3-8696-44,3,8696,44,2018,CONEY GREENBERG WEISS,3017 WEST 12 STREET,23700.0,4,3-8696-44
3-8707-394,3,8707,394,2018,60 BRIGHTON 11TH STRE,60 BRIGHTON 11 STREET,45100.0,4,3-8707-394
3-8713-1001,3,8713,1001,2018,ARTHUR WIENER D/B/A T,2 WEST END AVENUE,252500.0,4,3-8713-1001
3-8716-61,3,8716,61,2017,1113-1123 BRIGHTON BE,1113 BRIGHTON BEACH A,128850.0,4,3-8716-61
3-8720-1426,3,8720,1426,2018,OCEANA CONDOMINIUM NO,60 OCEANA DRIVE WEST,4281.0,2,3-8720-1426
3-8720-1601,3,8720,1601,2017,OCEANA CONDOMINIUM NO,75 OCEANA DRIVE EAST,920.0,4,3-8720-1601
3-8720-1601,3,8720,1601,2018,OCEANA CONDOMINIUM NO,75 OCEANA DRIVE EAST,660.0,4,3-8720-1601
3-8723-1001,3,8723,1001,2018,CORBIN REALTY CO.,200 CORBIN PLACE,78400.0,4,3-8723-1001
3-8736-26,3,8736,26,2017,ZHA MANAGEMENT LLC,190 EXETER STREET,75050.0,4,3-8736-26
3-8736-26,3,8736,26,2018,ZHA MANAGEMENT LLC,190 EXETER STREET,95000.0,4,3-8736-26
3-8740-91,3,8740,91,2018,ANDREA SUTTON,225 BEAUMONT STREET,2085.0,1,3-8740-91
3-8766-40,3,8766,40,2018,VOGOR PROPERTIES LLC,2776 EAST 14 STREET,19050.0,4,3-8766-40
3-8768-1,3,8768,1,2018,3311 SHORE PARKWAY RE,1516 VOORHIES AVENUE,215950.0,2,3-8768-1
3-8769-1001,3,8769,1001,2018,INESSA LUTINGER,2788 EAST 16 STREET,2961.0,2C,3-8769-1001
3-8769-1002,3,8769,1002,2018,KEYL MARINA,2788 EAST 16 STREET,14662.0,2C,3-8769-1002
3-8771-135,3,8771,135,2018,1625 EMMONS AVENUE OW,1625 EMMONS AVENUE,1014300.0,2,3-8771-135
3-8772-95,3,8772,95,2018,THE LAWRENCE WALTON T,1721 SHEEPSHEAD BAY R,5250.0,4,3-8772-95
